Entidad,Municipio,Superficie Sembrada,Superficie Cosechada,Superficie Siniestrada,Produccion,Rendimiento,Anio,Mes,Cultivo
Aguascalientes,Aguascalientes,8.00,0.00,0.00,0.00,0,2022,6,6
Colima,Manzanillo,1.40,0.00,0.00,0.00,0,2022,6,6
Durango,Durango,12.00,0.00,0.00,0.00,0,2022,6,6
Durango,Mezquital,110.00,0.00,0.00,0.00,0,2022,6,6
Durango,Nombre de Dios,170.00,0.00,0.00,0.00,0,2022,6,6
Durango,Súchil,50.00,0.00,0.00,0.00,0,2022,6,6
Durango,Vicente Guerrero,20.00,0.00,0.00,0.00,0,2022,6,6
Guanajuato,Abasolo,"1,090.00",55.00,0.00,"4,180.00",76.00,2022,6,6
Guanajuato,Acámbaro,22.00,0.00,0.00,0.00,0,2022,6,6
Guanajuato,San Miguel de Allende,10.00,0.00,0.00,0.00,0,2022,6,6
Guanajuato,Apaseo El Alto,7.00,0.00,0.00,0.00,0,2022,6,6
Guanajuato,Apaseo El Grande,13.00,1.00,0.00,60.00,60.00,2022,6,6
Guanajuato,Celaya,15.00,2.00,0.00,133.40,66.70,2022,6,6
Guanajuato,Manuel Doblado,"2,992.00",295.00,0.00,"26,255.00",89.00,2022,6,6
Guanajuato,Comonfort,51.00,12.20,0.00,491.90,40.32,2022,6,6
Guanajuato,Cortazar,6.00,0.00,0.00,0.00,0,2022,6,6
Guanajuato,Cuerámaro,784.00,42.00,0.00,"2,982.00",71.00,2022,6,6
Guanajuato,Guanajuato,180.00,25.00,0.00,"1,975.00",79.00,2022,6,6
Guanajuato,Huanímaro,"1,705.00",80.00,0.00,"6,240.00",78.00,2022,6,6
Guanajuato,Irapuato,130.00,10.00,0.00,720.00,72.00,2022,6,6
Guanajuato,Jerécuaro,62.00,1.00,0.00,58.00,58.00,2022,6,6
Guanajuato,León,230.00,19.00,0.00,"1,368.00",72.00,2022,6,6
Guanajuato,Pénjamo,"5,254.00",202.50,0.00,"12,605.80",62.25,2022,6,6
Guanajuato,Pueblo Nuevo,57.00,5.00,0.00,375.00,75.00,2022,6,6
Guanajuato,Purísima del Rincón,"1,650.00",220.00,0.00,"20,020.00",91.00,2022,6,6
Guanajuato,Romita,"5,144.00",590.00,0.00,"48,380.00",82.00,2022,6,6
Guanajuato,Salamanca,24.00,6.00,0.00,534.00,89.00,2022,6,6
Guanajuato,San Felipe,"3,460.00",150.00,0.00,"10,350.00",69.00,2022,6,6
Guanajuato,San Francisco del Rincón,"2,150.00",290.00,0.00,"26,245.00",90.50,2022,6,6
Guanajuato,San José Iturbide,25.00,0.00,0.00,0.00,0,2022,6,6
Guanajuato,San Luis de La Paz,900.00,0.00,0.00,0.00,0,2022,6,6
Guanajuato,Santa Cruz de Juventino Rosas,38.00,1.00,0.00,60.50,60.50,2022,6,6
Guanajuato,Silao de La Victoria,810.00,180.00,0.00,"14,760.00",82.00,2022,6,6
Guanajuato,Tarandacuao,6.00,0.00,0.00,0.00,0,2022,6,6
Guanajuato,Tarimoro,17.00,2.00,0.00,122.00,61.00,2022,6,6
Guanajuato,Valle de Santiago,70.00,6.00,0.00,450.00,75.00,2022,6,6
Guanajuato,Villagrán,4.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Ahuacuotzingo,45.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Atenango del Río,30.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Copalillo,4.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Cuetzala del Progreso,11.00,4.60,0.00,107.68,23.41,2022,6,6
Guerrero,Chilapa de Álvarez,21.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Chilpancingo de Los Bravo,150.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,General Heliodoro Castillo,62.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Huitzuco de Los Figueroa,55.00,9.20,0.00,285.03,30.98,2022,6,6
Guerrero,Ixcateopan de Cuauhtémoc,5.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Zihuatanejo de Azueta,9.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Leonardo Bravo,38.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Mártir de Cuilapan,480.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Mochitlán,28.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Pilcaya,35.80,12.02,0.00,643.21,53.51,2022,6,6
Guerrero,Quechultenango,30.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Taxco de Alarcón,15.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Teloloapan,49.00,44.00,0.00,"1,163.34",26.44,2022,6,6
Guerrero,Tetipac,32.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Tixtla de Guerrero,507.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Zitlala,50.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,Eduardo Neri,80.00,0.00,0.00,0.00,0,2022,6,6
Guerrero,José Joaquín de Herrera,3.00,0.00,0.00,0.00,0,2022,6,6
Jalisco,Acatic,"1,047.00",89.00,0.00,"8,058.12",90.54,2022,6,6
Jalisco,Acatlán de Juárez,308.00,22.00,0.00,"1,988.36",90.38,2022,6,6
Jalisco,Ahualulco de Mercado,659.00,108.00,0.00,"9,961.74",92.24,2022,6,6
Jalisco,Amacueca,125.43,0.00,0.00,0.00,0,2022,6,6
Jalisco,Amatitán,"1,472.00",370.00,0.00,"34,369.22",92.89,2022,6,6
Jalisco,Ameca,586.00,65.00,0.00,"6,156.50",94.72,2022,6,6
Jalisco,San Juanito de Escobedo,601.00,67.00,0.00,"5,895.12",87.99,2022,6,6
Jalisco,Arandas,"12,278.00","1,480.00",0.00,"130,538.78",88.20,2022,6,6
Jalisco,El Arenal,323.00,68.00,0.00,"6,707.45",98.64,2022,6,6
Jalisco,Atengo,295.00,8.50,0.00,707.29,83.21,2022,6,6
Jalisco,Atenguillo,18.00,0.00,0.00,0.00,0,2022,6,6
Jalisco,Atotonilco El Alto,"2,099.00",58.00,0.00,"5,728.29",98.76,2022,6,6
Jalisco,Atoyac,35.83,0.00,0.00,0.00,0,2022,6,6
Jalisco,Autlán de Navarro,535.00,28.00,0.00,"2,300.66",82.17,2022,6,6
Jalisco,Ayotlán,321.00,17.30,0.00,"1,482.33",85.68,2022,6,6
Jalisco,Ayutla,137.00,6.00,0.00,459.40,76.57,2022,6,6
Jalisco,La Barca,519.00,24.50,0.00,"2,219.18",90.58,2022,6,6
Jalisco,Cabo Corrientes,100.00,0.00,0.00,0.00,0,2022,6,6
Jalisco,Zapotlán el Grande,150.23,0.00,0.00,0.00,0,2022,6,6
Jalisco,Cocula,345.00,48.00,0.00,"4,319.83",90.00,2022,6,6
Jalisco,Colotlán,5.00,0.00,0.00,0.00,0,2022,6,6
Jalisco,Cuquío,"1,186.00",90.00,0.00,"7,216.66",80.19,2022,6,6
Jalisco,Chapala,38.00,1.40,0.00,117.24,83.74,2022,6,6
Jalisco,Degollado,306.00,17.00,0.00,"1,606.32",94.49,2022,6,6
Jalisco,Ejutla,42.00,1.50,0.00,122.06,81.37,2022,6,6
Jalisco,Encarnación de Díaz,138.00,5.00,0.00,485.65,97.13,2022,6,6
Jalisco,Etzatlán,323.00,52.00,0.00,"4,505.62",86.65,2022,6,6
Jalisco,El Grullo,98.00,8.00,0.00,675.53,84.44,2022,6,6
Jalisco,Guachinango,108.00,15.00,0.00,"1,386.30",92.42,2022,6,6
Jalisco,Hostotipaquillo,347.00,46.00,0.00,"4,323.11",93.98,2022,6,6
Jalisco,Ixtlahuacán de Los Membrillos,58.00,4.25,0.00,379.62,89.32,2022,6,6
Jalisco,Ixtlahuacán del Río,467.00,8.00,0.00,701.25,87.66,2022,6,6
Jalisco,Jalostotitlán,40.00,0.00,0.00,0.00,0,2022,6,6
Jalisco,Jamay,294.00,26.00,0.00,"2,361.34",90.82,2022,6,6
Jalisco,Jesús María,"7,830.00",930.00,0.00,"80,846.29",86.93,2022,6,6
Jalisco,Jocotepec,168.00,4.60,0.00,412.72,89.72,2022,6,6
Jalisco,Juanacatlán,222.00,7.00,0.00,648.79,92.68,2022,6,6
Jalisco,Juchitlán,222.00,6.00,0.00,494.20,82.37,2022,6,6
Jalisco,Lagos de Moreno,365.00,3.00,0.00,284.34,94.78,2022,6,6
Jalisco,El Limón,314.00,8.80,0.00,715.13,81.26,2022,6,6
Jalisco,Magdalena,667.00,145.00,0.00,"13,206.18",91.08,2022,6,6
Jalisco,Mascota,24.00,6.00,0.00,563.87,93.98,2022,6,6
Jalisco,Mexticacán,167.00,12.00,0.00,"1,118.42",93.20,2022,6,6
Jalisco,Mezquitic,7.00,0.00,0.00,0.00,0,2022,6,6
Jalisco,Mixtlán,96.00,14.00,0.00,"1,327.90",94.85,2022,6,6
Jalisco,Ocotlán,699.00,29.50,0.00,"2,524.78",85.59,2022,6,6
Jalisco,Ojuelos de Jalisco,450.00,0.00,0.00,0.00,0,2022,6,6
Jalisco,Pihuamo,"1,683.00",200.00,0.00,"19,459.00",97.30,2022,6,6
Jalisco,Poncitlán,627.00,16.20,0.00,"1,480.07",91.36,2022,6,6
Jalisco,El Salto,71.00,6.00,0.00,512.16,85.36,2022,6,6
Jalisco,San Cristóbal de La Barranca,718.00,13.00,0.00,"1,138.32",87.56,2022,6,6
Jalisco,San Diego de Alejandría,"1,720.00",92.00,0.00,"8,445.80",91.80,2022,6,6
Jalisco,San Juan de Los Lagos,334.00,0.00,0.00,0.00,0,2022,6,6
Jalisco,San Julián,590.00,105.00,0.00,"9,475.74",90.25,2022,6,6
Jalisco,San Marcos,534.00,45.00,0.00,"3,649.32",81.10,2022,6,6
Jalisco,San Martín de Bolaños,3.00,0.00,0.00,0.00,0,2022,6,6
Jalisco,San Martín Hidalgo,480.00,38.00,0.00,"3,406.08",89.63,2022,6,6
Jalisco,San Miguel El Alto,232.00,3.00,0.00,254.24,84.75,2022,6,6
