Entidad,Municipio,Superficie Sembrada,Superficie Cosechada,Superficie Siniestrada,Produccion,Rendimiento,Anio,Mes,Cultivo
Aguascalientes,Aguascalientes,8.00,0.00,0.00,0.00,0,2022,12,6
Colima,Manzanillo,1.40,0.00,0.00,0.00,0,2022,12,6
Durango,Durango,12.00,8.00,0.00,513.30,64.16,2022,12,6
Durango,Mezquital,110.00,0.00,0.00,0.00,0,2022,12,6
Durango,Nombre de Dios,170.00,0.00,0.00,0.00,0,2022,12,6
Durango,Súchil,50.00,0.00,0.00,0.00,0,2022,12,6
Durango,Vicente Guerrero,20.00,0.00,0.00,0.00,0,2022,12,6
Guanajuato,Abasolo,"1,090.00",110.00,0.00,"8,360.00",76.00,2022,12,6
Guanajuato,Acámbaro,22.00,11.00,0.00,792.26,72.02,2022,12,6
Guanajuato,San Miguel de Allende,10.00,2.00,0.00,105.70,52.85,2022,12,6
Guanajuato,Apaseo El Alto,7.00,5.00,0.00,290.00,58.00,2022,12,6
Guanajuato,Apaseo El Grande,13.00,8.00,0.00,480.00,60.00,2022,12,6
Guanajuato,Celaya,15.00,15.00,0.00,"1,000.50",66.70,2022,12,6
Guanajuato,Manuel Doblado,"2,992.00",500.00,0.00,"44,500.00",89.00,2022,12,6
Guanajuato,Comonfort,51.00,26.00,0.00,"1,075.00",41.35,2022,12,6
Guanajuato,Cortazar,6.00,0.00,0.00,0.00,0,2022,12,6
Guanajuato,Cuerámaro,784.00,90.00,0.00,"6,390.00",71.00,2022,12,6
Guanajuato,Guanajuato,180.00,40.00,0.00,"3,160.00",79.00,2022,12,6
Guanajuato,Huanímaro,"1,705.00",210.00,0.00,"16,380.00",78.00,2022,12,6
Guanajuato,Irapuato,130.00,40.00,0.00,"2,880.00",72.00,2022,12,6
Guanajuato,Jerécuaro,62.00,5.00,0.00,290.50,58.10,2022,12,6
Guanajuato,León,230.00,40.00,0.00,"2,880.00",72.00,2022,12,6
Guanajuato,Pénjamo,"5,254.00",555.00,0.00,"34,511.60",62.18,2022,12,6
Guanajuato,Pueblo Nuevo,57.00,25.00,0.00,"1,875.00",75.00,2022,12,6
Guanajuato,Purísima del Rincón,"1,650.00",350.00,0.00,"31,980.00",91.37,2022,12,6
Guanajuato,Romita,"5,144.00","1,250.00",0.00,"102,500.00",82.00,2022,12,6
Guanajuato,Salamanca,24.00,18.00,0.00,"1,542.00",85.67,2022,12,6
Guanajuato,San Felipe,"3,460.00",400.00,0.00,"27,600.00",69.00,2022,12,6
Guanajuato,San Francisco del Rincón,"2,150.00",500.00,0.00,"45,250.00",90.50,2022,12,6
Guanajuato,San José Iturbide,25.00,0.00,0.00,0.00,0,2022,12,6
Guanajuato,San Luis de La Paz,900.00,500.00,0.00,"26,600.00",53.20,2022,12,6
Guanajuato,Santa Cruz de Juventino Rosas,38.00,8.00,0.00,488.00,61.00,2022,12,6
Guanajuato,Silao de La Victoria,810.00,250.00,0.00,"20,500.00",82.00,2022,12,6
