Entidad,Municipio,Superficie Sembrada,Superficie Cosechada,Superficie Siniestrada,Produccion,Rendimiento,Anio,Mes,Cultivo
Baja California Sur,La Paz,3.00,0.00,0.00,0.00,0,2019,1,6
Colima,Manzanillo,1.40,0.00,0.00,0.00,0,2019,1,6
Durango,Durango,12.00,0.00,0.00,0.00,0,2019,1,6
Durango,Mezquital,110.00,0.00,0.00,0.00,0,2019,1,6
Durango,Nombre de Dios,165.00,0.00,0.00,0.00,0,2019,1,6
Durango,Santiago Papasquiaro,28.05,0.00,0.00,0.00,0,2019,1,6
Durango,Súchil,50.00,0.00,0.00,0.00,0,2019,1,6
Durango,Vicente Guerrero,45.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Abasolo,500.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,San Miguel de Allende,10.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Apaseo El Alto,15.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Apaseo El Grande,20.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Manuel Doblado,700.00,10.00,0.00,950.00,95.00,2019,1,6
Guanajuato,Comonfort,33.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Cortazar,6.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Cuerámaro,580.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Guanajuato,30.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Huanímaro,"1,360.00",0.00,0.00,0.00,0,2019,1,6
Guanajuato,Irapuato,87.50,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Jerécuaro,17.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,León,196.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Pénjamo,"1,120.00",0.00,0.00,0.00,0,2019,1,6
Guanajuato,Pueblo Nuevo,43.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Purísima del Rincón,640.00,15.00,0.00,"1,395.00",93.00,2019,1,6
Guanajuato,Romita,"3,780.00",35.00,0.00,"3,045.00",87.00,2019,1,6
Guanajuato,Salamanca,24.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,San Felipe,"2,625.00",0.00,0.00,0.00,0,2019,1,6
Guanajuato,San Francisco del Rincón,"1,600.00",10.00,0.00,900.00,90.00,2019,1,6
Guanajuato,Santa Cruz de Juventino Rosas,10.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Silao de La Victoria,259.00,4.00,0.00,348.80,87.20,2019,1,6
Guanajuato,Tarimoro,10.00,0.00,0.00,0.00,0,2019,1,6
Guanajuato,Valle de Santiago,63.40,0.00,0.00,0.00,0,2019,1,6
Guerrero,Ahuacuotzingo,40.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Atenango del Río,27.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Copalillo,2.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Cuetzala del Progreso,11.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Chilapa de Álvarez,19.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Chilpancingo de Los Bravo,147.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,General Heliodoro Castillo,62.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Huitzuco de Los Figueroa,54.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Ixcateopan de Cuauhtémoc,5.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Zihuatanejo de Azueta,27.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Leonardo Bravo,36.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Mártir de Cuilapan,480.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Mochitlán,27.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Pilcaya,35.80,0.00,0.00,0.00,0,2019,1,6
Guerrero,Quechultenango,13.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Taxco de Alarcón,15.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Técpan de Galeana,5.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Teloloapan,49.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Tetipac,32.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Tixtla de Guerrero,507.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Zitlala,49.00,0.00,0.00,0.00,0,2019,1,6
Guerrero,Eduardo Neri,96.00,0.00,0.00,0.00,0,2019,1,6
Jalisco,Acatic,"1,160.00",45.00,0.00,"3,772.00",83.82,2019,1,6
Jalisco,Acatlán de Juárez,398.00,0.00,0.00,0.00,0,2019,1,6
Jalisco,Ahualulco de Mercado,703.00,18.00,0.00,"1,530.00",85.00,2019,1,6
Jalisco,Amacueca,77.43,0.00,0.00,0.00,0,2019,1,6
Jalisco,Amatitán,"1,545.00",0.00,0.00,0.00,0,2019,1,6
Jalisco,Ameca,480.00,0.00,0.00,0.00,0,2019,1,6
Jalisco,San Juanito de Escobedo,673.00,20.00,0.00,"1,630.00",81.50,2019,1,6
Jalisco,Arandas,"12,505.00",101.00,0.00,"8,854.00",87.66,2019,1,6
Jalisco,El Arenal,327.00,32.00,0.00,"2,816.00",88.00,2019,1,6
Jalisco,Atengo,425.00,0.00,0.00,0.00,0,2019,1,6
Jalisco,Atenguillo,23.00,0.00,0.00,0.00,0,2019,1,6
Jalisco,Atotonilco El Alto,"2,107.00",35.00,0.00,"3,263.84",93.25,2019,1,6
Jalisco,Atoyac,10.83,0.00,0.00,0.00,0,2019,1,6
Jalisco,Autlán de Navarro,724.00,0.00,0.00,0.00,0,2019,1,6
