Entidad,Municipio,Superficie Sembrada,Superficie Cosechada,Superficie Siniestrada,Produccion,Rendimiento,Anio,Mes,Cultivo
Baja California Sur,La Paz,3.00,0.00,0.00,0.00,0,2019,5,6
Colima,Manzanillo,1.40,0.00,0.00,0.00,0,2019,5,6
Durango,Durango,12.00,0.00,0.00,0.00,0,2019,5,6
Durango,Mezquital,110.00,0.00,0.00,0.00,0,2019,5,6
Durango,Nombre de Dios,165.00,0.00,0.00,0.00,0,2019,5,6
Durango,Santiago Papasquiaro,28.05,0.00,0.00,0.00,0,2019,5,6
Durango,Súchil,50.00,0.00,0.00,0.00,0,2019,5,6
Durango,Vicente Guerrero,45.00,0.00,0.00,0.00,0,2019,5,6
Guanajuato,Abasolo,500.00,33.00,0.00,"2,442.00",74.00,2019,5,6
Guanajuato,San Miguel de Allende,10.00,0.00,0.00,0.00,0,2019,5,6
Guanajuato,Apaseo El Alto,15.00,3.00,0.00,184.95,61.65,2019,5,6
Guanajuato,Apaseo El Grande,20.00,4.00,0.00,248.60,62.15,2019,5,6
Guanajuato,Manuel Doblado,700.00,60.00,0.00,"5,520.00",92.00,2019,5,6
Guanajuato,Comonfort,33.00,11.00,0.00,428.75,38.98,2019,5,6
Guanajuato,Cortazar,6.00,0.00,0.00,0.00,0,2019,5,6
Guanajuato,Cuerámaro,580.00,15.00,0.00,"1,065.00",71.00,2019,5,6
Guanajuato,Guanajuato,30.00,4.00,0.00,325.44,81.36,2019,5,6
Guanajuato,Huanímaro,"1,360.00",33.00,0.00,"2,409.00",73.00,2019,5,6
Guanajuato,Irapuato,87.50,0.00,0.00,0.00,0,2019,5,6
Guanajuato,Jerécuaro,17.00,0.00,0.00,0.00,0,2019,5,6
Guanajuato,León,196.00,0.00,0.00,0.00,0,2019,5,6
Guanajuato,Pénjamo,"1,120.00",77.00,0.00,"5,345.00",69.42,2019,5,6
Guanajuato,Pueblo Nuevo,43.00,0.00,0.00,0.00,0,2019,5,6
Guanajuato,Purísima del Rincón,640.00,70.00,0.00,"6,370.00",91.00,2019,5,6
Guanajuato,Romita,"3,780.00",320.00,0.00,"27,648.00",86.40,2019,5,6
Guanajuato,Salamanca,24.00,0.00,0.00,0.00,0,2019,5,6
Guanajuato,San Felipe,"2,625.00",0.00,0.00,0.00,0,2019,5,6
Guanajuato,San Francisco del Rincón,"1,600.00",45.00,0.00,"4,050.00",90.00,2019,5,6
Guanajuato,Santa Cruz de Juventino Rosas,10.00,3.00,0.00,165.75,55.25,2019,5,6
Guanajuato,Silao de La Victoria,259.00,35.00,0.00,"3,059.00",87.40,2019,5,6
Guanajuato,Tarimoro,10.00,4.00,0.00,267.00,66.75,2019,5,6
Guanajuato,Valle de Santiago,63.40,0.00,0.00,0.00,0,2019,5,6
Guerrero,Ahuacuotzingo,40.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Atenango del Río,27.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Copalillo,2.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Cuetzala del Progreso,11.00,5.10,0.00,76.90,15.08,2019,5,6
Guerrero,Chilapa de Álvarez,19.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Chilpancingo de Los Bravo,147.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,General Heliodoro Castillo,62.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Huitzuco de Los Figueroa,54.00,7.15,0.00,235.00,32.87,2019,5,6
Guerrero,Ixcateopan de Cuauhtémoc,5.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Zihuatanejo de Azueta,27.00,18.00,0.00,"1,697.85",94.32,2019,5,6
Guerrero,Leonardo Bravo,36.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Mártir de Cuilapan,480.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Mochitlán,27.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Pilcaya,35.80,7.00,0.00,392.30,56.04,2019,5,6
Guerrero,Quechultenango,13.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Taxco de Alarcón,15.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Técpan de Galeana,5.00,5.00,0.00,492.72,98.54,2019,5,6
Guerrero,Teloloapan,49.00,37.10,0.00,993.00,26.77,2019,5,6
Guerrero,Tetipac,32.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Tixtla de Guerrero,507.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Zitlala,49.00,0.00,0.00,0.00,0,2019,5,6
Guerrero,Eduardo Neri,96.00,0.00,0.00,0.00,0,2019,5,6
Jalisco,Acatic,"1,160.00",100.00,0.00,"8,440.00",84.40,2019,5,6
Jalisco,Acatlán de Juárez,398.00,10.00,0.00,850.20,85.02,2019,5,6
Jalisco,Ahualulco de Mercado,703.00,105.00,0.00,"10,250.00",97.62,2019,5,6
Jalisco,Amacueca,77.43,0.00,0.00,0.00,0,2019,5,6
Jalisco,Amatitán,"1,545.00",98.00,0.00,"9,560.00",97.55,2019,5,6
Jalisco,Ameca,480.00,30.00,0.00,"2,950.00",98.33,2019,5,6
Jalisco,San Juanito de Escobedo,673.00,110.00,0.00,"9,300.00",84.55,2019,5,6
Jalisco,Arandas,"12,505.00",842.00,0.00,"73,981.00",87.86,2019,5,6
Jalisco,El Arenal,327.00,45.00,0.00,"4,175.00",92.78,2019,5,6
Jalisco,Atengo,425.00,48.00,0.00,"3,419.04",71.23,2019,5,6
Jalisco,Atenguillo,23.00,0.00,0.00,0.00,0,2019,5,6
Jalisco,Atotonilco El Alto,"2,107.00",120.00,0.00,"11,478.00",95.65,2019,5,6
Jalisco,Atoyac,10.83,0.00,0.00,0.00,0,2019,5,6
Jalisco,Autlán de Navarro,724.00,48.30,0.00,"3,779.23",78.24,2019,5,6
Jalisco,Ayotlán,533.00,100.00,0.00,"8,750.00",87.50,2019,5,6
Jalisco,Ayutla,135.00,15.00,0.00,"1,086.75",72.45,2019,5,6
