fecha,presentacion,origen,destino,precio_min,precio_max,precio_frec,obs,name
02/01/2018,Caja de 16 kg.,Durango,"Baja California : Central de Abasto INDIA, Tijuana",15.63,18.75,18.75,,calabacita criolla_primera
03/01/2018,Caja de 16 kg.,Durango,"Baja California : Central de Abasto INDIA, Tijuana",15.63,18.75,18.75,,calabacita criolla_primera
04/01/2018,Caja de 16 kg.,Durango,"Baja California : Central de Abasto INDIA, Tijuana",15.63,18.75,18.75,,calabacita criolla_primera
05/01/2018,Caja de 16 kg.,Durango,"Baja California : Central de Abasto INDIA, Tijuana",15.63,18.75,18.75,,calabacita criolla_primera
08/01/2018,Caja de 16 kg.,Durango,"Baja California : Central de Abasto INDIA, Tijuana",15.63,18.75,18.75,,calabacita criolla_primera
09/01/2018,Caja de 16 kg.,Durango,"Baja California : Central de Abasto INDIA, Tijuana",15.63,18.75,18.75,,calabacita criolla_primera
10/01/2018,Caja de 16 kg.,Durango,"Baja California : Central de Abasto INDIA, Tijuana",15.63,20.63,20.63,,calabacita criolla_primera
11/01/2018,Caja de 16 kg.,Durango,"Baja California : Central de Abasto INDIA, Tijuana",15.63,18.75,18.75,,calabacita criolla_primera
12/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",17.50,19.38,19.38,,calabacita criolla_primera
15/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",17.50,19.38,19.38,,calabacita criolla_primera
16/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",17.50,19.38,19.38,,calabacita criolla_primera
17/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",17.50,19.38,19.38,,calabacita criolla_primera
18/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",17.50,19.38,19.38,,calabacita criolla_primera
19/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",17.50,19.38,19.38,,calabacita criolla_primera
22/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",17.50,19.38,19.38,,calabacita criolla_primera
23/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",18.75,20.63,20.63,,calabacita criolla_primera
24/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",18.75,20.63,20.63,,calabacita criolla_primera
25/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",18.75,20.63,20.63,,calabacita criolla_primera
26/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",18.75,20.63,20.63,,calabacita criolla_primera
29/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",18.75,20.63,20.63,,calabacita criolla_primera
30/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",18.75,20.63,20.63,,calabacita criolla_primera
31/01/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",18.75,20.63,20.63,,calabacita criolla_primera
01/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
02/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
06/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
07/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
08/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
09/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
12/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
13/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
14/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
15/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
16/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
19/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
20/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
21/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
22/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
23/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
26/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",16.25,18.13,18.13,,calabacita criolla_primera
27/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",11.88,13.75,13.75,,calabacita criolla_primera
28/02/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",11.88,13.75,13.75,,calabacita criolla_primera
01/03/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",11.88,13.75,13.75,,calabacita criolla_primera
02/03/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",11.88,13.75,13.75,,calabacita criolla_primera
05/03/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",11.88,13.75,13.75,,calabacita criolla_primera
06/03/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",11.88,13.75,13.75,,calabacita criolla_primera
07/03/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",11.88,13.75,13.75,,calabacita criolla_primera
08/03/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",11.88,13.75,13.75,,calabacita criolla_primera
09/03/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",13.75,13.75,13.75,,calabacita criolla_primera
12/03/2018,Caja de 16 kg.,México,"Baja California : Central de Abasto INDIA, Tijuana",13.75,13.75,13.75,,calabacita criolla_primera
13/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",8.75,10.31,10.31,,calabacita criolla_primera
14/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",8.75,10.31,10.31,,calabacita criolla_primera
15/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",8.75,10.31,10.31,,calabacita criolla_primera
16/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",8.75,10.31,10.31,,calabacita criolla_primera
20/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",8.75,10.31,10.31,,calabacita criolla_primera
21/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",8.75,10.31,10.31,,calabacita criolla_primera
22/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",8.75,10.31,10.31,,calabacita criolla_primera
23/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",10.31,10.31,10.31,,calabacita criolla_primera
26/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",10.31,10.31,10.31,,calabacita criolla_primera
27/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",9.38,10.63,10.63,,calabacita criolla_primera
28/03/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",9.38,10.63,10.63,,calabacita criolla_primera
02/04/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",9.38,10.63,10.63,,calabacita criolla_primera
03/04/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",9.38,10.63,10.63,,calabacita criolla_primera
04/04/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",9.38,10.63,10.63,,calabacita criolla_primera
05/04/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",9.38,10.63,10.63,,calabacita criolla_primera
06/04/2018,Caja de 16 kg.,Jalisco,"Baja California : Central de Abasto INDIA, Tijuana",10.63,10.63,10.63,,calabacita criolla_primera
