Entidad,Municipio,Superficie Sembrada,Superficie Cosechada,Superficie Siniestrada,Produccion,Rendimiento,Anio,Mes,Cultivo
Aguascalientes,Aguascalientes,8.00,0.00,0.00,0.00,0,2023,5,6
Baja California Sur,La Paz,3.00,0.00,0.00,0.00,0,2023,5,6
Colima,Manzanillo,86.29,0.00,0.00,0.00,0,2023,5,6
Durango,Durango,13.00,0.00,0.00,0.00,0,2023,5,6
Durango,Mezquital,110.00,0.00,0.00,0.00,0,2023,5,6
Durango,Nombre de Dios,184.00,0.00,0.00,0.00,0,2023,5,6
Durango,Súchil,67.00,0.00,0.00,0.00,0,2023,5,6
Durango,Vicente Guerrero,25.00,0.00,0.00,0.00,0,2023,5,6
Guanajuato,Abasolo,"4,790.00",57.00,0.00,"4,360.50",76.50,2023,5,6
Guanajuato,Acámbaro,19.00,0.00,0.00,0.00,0,2023,5,6
Guanajuato,San Miguel de Allende,10.00,0.00,0.00,0.00,0,2023,5,6
Guanajuato,Apaseo El Alto,12.00,2.00,0.00,110.00,55.00,2023,5,6
Guanajuato,Apaseo El Grande,17.00,1.00,0.00,54.00,54.00,2023,5,6
Guanajuato,Celaya,17.00,2.00,0.00,104.00,52.00,2023,5,6
Guanajuato,Manuel Doblado,"8,854.00",148.00,0.00,"13,320.00",90.00,2023,5,6
Guanajuato,Comonfort,62.00,9.00,0.00,386.00,42.89,2023,5,6
Guanajuato,Coroneo,20.00,0.00,0.00,0.00,0,2023,5,6
Guanajuato,Cortazar,6.00,0.00,0.00,0.00,0,2023,5,6
Guanajuato,Cuerámaro,"2,868.00",47.00,0.00,"3,454.50",73.50,2023,5,6
Guanajuato,Guanajuato,415.00,22.00,0.00,"1,716.00",78.00,2023,5,6
Guanajuato,Huanímaro,"2,203.00",82.00,0.00,"6,478.00",79.00,2023,5,6
Guanajuato,Irapuato,142.00,12.00,0.00,876.00,73.00,2023,5,6
Guanajuato,Jerécuaro,67.00,0.00,0.00,0.00,0,2023,5,6
Guanajuato,León,560.00,15.00,0.00,"1,110.00",74.00,2023,5,6
Guanajuato,Pénjamo,"12,990.00",406.00,0.00,"18,596.00",45.80,2023,5,6
Guanajuato,Pueblo Nuevo,44.00,4.00,0.00,302.00,75.50,2023,5,6
Guanajuato,Purísima del Rincón,"3,468.00",160.00,0.00,"14,480.00",90.50,2023,5,6
Guanajuato,Romita,"10,944.00",550.00,0.00,"46,200.00",84.00,2023,5,6
Guanajuato,Salamanca,15.00,0.00,0.00,0.00,0,2023,5,6
Guanajuato,San Felipe,"3,460.00",0.00,0.00,0.00,0,2023,5,6
Guanajuato,San Francisco del Rincón,"2,230.00",155.00,0.00,"14,105.00",91.00,2023,5,6
Guanajuato,San José Iturbide,45.00,3.00,0.00,90.00,30.00,2023,5,6
Guanajuato,San Luis de La Paz,"1,020.00",0.00,0.00,0.00,0,2023,5,6
Guanajuato,Santa Cruz de Juventino Rosas,55.00,0.00,0.00,0.00,0,2023,5,6
Guanajuato,Silao de La Victoria,"1,230.00",140.00,0.00,"11,900.00",85.00,2023,5,6
Guanajuato,Tarandacuao,7.00,0.00,0.00,0.00,0,2023,5,6
Guanajuato,Tarimoro,26.00,3.00,0.00,168.00,56.00,2023,5,6
Guanajuato,Valle de Santiago,60.00,6.00,0.00,453.00,75.50,2023,5,6
Guanajuato,Villagrán,4.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Ahuacuotzingo,45.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Atenango del Río,30.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Copalillo,4.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Cuetzala del Progreso,11.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Chilapa de Álvarez,16.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Chilpancingo de Los Bravo,150.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,General Heliodoro Castillo,62.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Huitzuco de Los Figueroa,55.00,7.00,0.00,214.76,30.68,2023,5,6
Guerrero,Ixcateopan de Cuauhtémoc,5.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Leonardo Bravo,38.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Mártir de Cuilapan,480.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Mochitlán,28.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Pilcaya,35.80,9.00,0.00,457.60,50.84,2023,5,6
Guerrero,Quechultenango,30.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Taxco de Alarcón,15.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Teloloapan,49.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Tetipac,39.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Tixtla de Guerrero,507.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Zitlala,50.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,Eduardo Neri,80.00,0.00,0.00,0.00,0,2023,5,6
Guerrero,José Joaquín de Herrera,3.00,0.00,0.00,0.00,0,2023,5,6
Jalisco,Acatic,"1,022.00",16.50,0.00,"1,514.19",91.77,2023,5,6
Jalisco,Acatlán de Juárez,318.00,24.00,0.00,"2,172.56",90.52,2023,5,6
Jalisco,Ahualulco de Mercado,704.00,26.00,0.00,"2,395.37",92.13,2023,5,6
Jalisco,Amacueca,370.43,0.00,0.00,0.00,0,2023,5,6
Jalisco,Amatitán,"1,630.00",275.00,0.00,"25,609.72",93.13,2023,5,6
Jalisco,Ameca,581.00,74.00,0.00,"7,055.63",95.35,2023,5,6
Jalisco,San Juanito de Escobedo,474.00,18.00,0.00,"1,664.25",92.46,2023,5,6
Jalisco,Arandas,"11,126.00",657.00,0.00,"58,983.33",89.78,2023,5,6
Jalisco,El Arenal,328.00,28.50,0.00,"2,823.12",99.06,2023,5,6
Jalisco,Atengo,534.00,14.00,0.00,"1,262.80",90.20,2023,5,6
Jalisco,Atenguillo,19.00,0.00,0.00,0.00,0,2023,5,6
Jalisco,Atotonilco El Alto,"8,442.00",228.00,0.00,"23,415.60",102.70,2023,5,6
Jalisco,Atoyac,230.83,0.00,0.00,0.00,0,2023,5,6
Jalisco,Autlán de Navarro,857.00,51.50,0.00,"4,667.96",90.64,2023,5,6
Jalisco,Ayotlán,"4,215.00",120.50,0.00,"11,412.55",94.71,2023,5,6
Jalisco,Ayutla,449.00,13.50,0.00,"1,210.27",89.65,2023,5,6
Jalisco,La Barca,"12,755.00",174.00,0.00,"16,772.06",96.39,2023,5,6
Jalisco,Cabo Corrientes,100.00,0.00,0.00,0.00,0,2023,5,6
Jalisco,Zapotlán el Grande,225.23,0.00,0.00,0.00,0,2023,5,6
Jalisco,Cocula,345.00,16.00,0.00,"1,442.00",90.13,2023,5,6
Jalisco,Colotlán,5.00,0.00,0.00,0.00,0,2023,5,6
Jalisco,Cuquío,"1,241.00",75.00,0.00,"6,168.81",82.25,2023,5,6
Jalisco,Chapala,274.00,3.60,0.00,339.40,94.28,2023,5,6
Jalisco,Degollado,"3,357.00",108.00,0.00,"10,522.44",97.43,2023,5,6
Jalisco,Ejutla,173.00,1.50,0.00,144.42,96.28,2023,5,6
Jalisco,Encarnación de Díaz,143.00,6.00,0.00,586.62,97.77,2023,5,6
Jalisco,Etzatlán,328.00,45.00,0.00,"3,923.59",87.19,2023,5,6
Jalisco,El Grullo,161.00,13.00,0.00,"1,169.22",89.94,2023,5,6
