Entidad,Municipio,Superficie Sembrada,Superficie Cosechada,Superficie Siniestrada,Produccion,Rendimiento,Anio,Mes,Cultivo
Baja California Sur,La Paz,3.00,0.00,0.00,0.00,0,2019,2,6
Colima,Manzanillo,1.40,0.00,0.00,0.00,0,2019,2,6
Durango,Durango,12.00,0.00,0.00,0.00,0,2019,2,6
Durango,Mezquital,110.00,0.00,0.00,0.00,0,2019,2,6
Durango,Nombre de Dios,165.00,0.00,0.00,0.00,0,2019,2,6
Durango,Santiago Papasquiaro,28.05,0.00,0.00,0.00,0,2019,2,6
Durango,Súchil,50.00,0.00,0.00,0.00,0,2019,2,6
Durango,Vicente Guerrero,45.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Abasolo,500.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,San Miguel de Allende,10.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Apaseo El Alto,15.00,1.00,0.00,61.25,61.25,2019,2,6
Guanajuato,Apaseo El Grande,20.00,2.00,0.00,121.75,60.88,2019,2,6
Guanajuato,Manuel Doblado,700.00,15.00,0.00,"1,375.00",91.67,2019,2,6
Guanajuato,Comonfort,33.00,3.00,0.00,98.55,32.85,2019,2,6
Guanajuato,Cortazar,6.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Cuerámaro,580.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Guanajuato,30.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Huanímaro,"1,360.00",0.00,0.00,0.00,0,2019,2,6
Guanajuato,Irapuato,87.50,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Jerécuaro,17.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,León,196.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Pénjamo,"1,120.00",0.00,0.00,0.00,0,2019,2,6
Guanajuato,Pueblo Nuevo,43.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Purísima del Rincón,640.00,20.00,0.00,"1,790.00",89.50,2019,2,6
Guanajuato,Romita,"3,780.00",43.00,0.00,"3,629.00",84.40,2019,2,6
Guanajuato,Salamanca,24.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,San Felipe,"2,625.00",0.00,0.00,0.00,0,2019,2,6
Guanajuato,San Francisco del Rincón,"1,600.00",14.00,0.00,"1,250.00",89.29,2019,2,6
Guanajuato,Santa Cruz de Juventino Rosas,10.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Silao de La Victoria,259.00,11.00,0.00,960.30,87.30,2019,2,6
Guanajuato,Tarimoro,10.00,0.00,0.00,0.00,0,2019,2,6
Guanajuato,Valle de Santiago,63.40,0.00,0.00,0.00,0,2019,2,6
Guerrero,Ahuacuotzingo,40.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Atenango del Río,27.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Copalillo,2.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Cuetzala del Progreso,11.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Chilapa de Álvarez,19.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Chilpancingo de Los Bravo,147.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,General Heliodoro Castillo,62.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Huitzuco de Los Figueroa,54.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Ixcateopan de Cuauhtémoc,5.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Zihuatanejo de Azueta,27.00,6.00,0.00,501.71,83.62,2019,2,6
Guerrero,Leonardo Bravo,36.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Mártir de Cuilapan,480.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Mochitlán,27.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Pilcaya,35.80,0.00,0.00,0.00,0,2019,2,6
Guerrero,Quechultenango,13.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Taxco de Alarcón,15.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Técpan de Galeana,5.00,2.00,0.00,168.34,84.17,2019,2,6
Guerrero,Teloloapan,49.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Tetipac,32.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Tixtla de Guerrero,507.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Zitlala,49.00,0.00,0.00,0.00,0,2019,2,6
Guerrero,Eduardo Neri,96.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Acatic,"1,160.00",90.00,0.00,"7,572.00",84.13,2019,2,6
Jalisco,Acatlán de Juárez,398.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Ahualulco de Mercado,703.00,38.00,0.00,"3,130.00",82.37,2019,2,6
Jalisco,Amacueca,77.43,0.00,0.00,0.00,0,2019,2,6
Jalisco,Amatitán,"1,545.00",20.00,0.00,"1,600.00",80.00,2019,2,6
Jalisco,Ameca,480.00,12.00,0.00,"1,158.00",96.50,2019,2,6
Jalisco,San Juanito de Escobedo,673.00,45.00,0.00,"3,755.00",83.44,2019,2,6
Jalisco,Arandas,"12,505.00",377.00,0.00,"33,206.08",88.08,2019,2,6
Jalisco,El Arenal,327.00,40.00,0.00,"3,520.00",88.00,2019,2,6
Jalisco,Atengo,425.00,8.00,0.00,602.54,75.32,2019,2,6
Jalisco,Atenguillo,23.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Atotonilco El Alto,"2,107.00",53.00,0.00,"4,679.84",88.30,2019,2,6
Jalisco,Atoyac,10.83,0.00,0.00,0.00,0,2019,2,6
Jalisco,Autlán de Navarro,724.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Ayotlán,533.00,20.00,0.00,"1,750.00",87.50,2019,2,6
Jalisco,Ayutla,135.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,La Barca,681.00,37.00,0.00,"3,204.21",86.60,2019,2,6
Jalisco,Cabo Corrientes,180.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Zapotlán el Grande,170.23,0.00,0.00,0.00,0,2019,2,6
Jalisco,Cocula,366.00,25.00,0.00,"2,198.00",87.92,2019,2,6
Jalisco,Colotlán,18.40,0.00,0.00,0.00,0,2019,2,6
Jalisco,Cuquío,744.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Chapala,31.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Degollado,435.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Ejutla,33.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Encarnación de Díaz,130.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Etzatlán,331.00,22.00,0.00,"1,945.62",88.44,2019,2,6
Jalisco,El Grullo,110.50,0.00,0.00,0.00,0,2019,2,6
Jalisco,Guachinango,118.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Hostotipaquillo,353.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Ixtlahuacán de Los Membrillos,100.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Ixtlahuacán del Río,170.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Jamay,394.00,65.00,0.00,"5,291.92",81.41,2019,2,6
Jalisco,Jesús María,"7,856.00",217.00,0.00,"18,099.00",83.41,2019,2,6
Jalisco,Jocotepec,198.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Juanacatlán,244.00,40.00,0.00,"3,191.60",79.79,2019,2,6
Jalisco,Juchitlán,313.00,16.50,0.00,"1,192.45",72.27,2019,2,6
Jalisco,Lagos de Moreno,45.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,El Limón,384.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Magdalena,685.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Mascota,33.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Mexticacán,172.00,7.80,0.00,587.49,75.32,2019,2,6
Jalisco,Mezquitic,4.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Mixtlán,100.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Ocotlán,268.00,12.00,0.00,960.25,80.02,2019,2,6
Jalisco,Pihuamo,"2,215.00",600.00,0.00,"58,880.00",98.13,2019,2,6
Jalisco,Poncitlán,200.00,17.00,0.00,"1,407.70",82.81,2019,2,6
Jalisco,Villa Purificación,70.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,El Salto,38.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,San Cristóbal de La Barranca,540.00,42.00,0.00,"3,281.00",78.12,2019,2,6
Jalisco,San Diego de Alejandría,960.00,14.30,0.00,"1,076.95",75.31,2019,2,6
Jalisco,San Julián,124.00,8.00,0.00,570.88,71.36,2019,2,6
Jalisco,San Marcos,13.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,San Martín de Bolaños,2.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,San Martín Hidalgo,506.00,40.00,0.00,"3,616.00",90.40,2019,2,6
Jalisco,San Miguel El Alto,225.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Gómez Farías,378.63,0.00,0.00,0.00,0,2019,2,6
Jalisco,San Sebastián del Oeste,83.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Sayula,450.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tala,416.00,50.00,0.00,"4,531.10",90.62,2019,2,6
Jalisco,Talpa de Allende,18.50,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tamazula de Gordiano,1.10,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tecalitlán,349.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tecolotlán,278.00,11.30,0.00,838.90,74.24,2019,2,6
Jalisco,Techaluta de Montenegro,132.24,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tenamaxtlán,295.00,12.60,0.00,961.63,76.32,2019,2,6
Jalisco,Teocaltiche,55.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Teocuitatlán de Corona,487.65,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tepatitlán de Morelos,"4,953.00",382.00,0.00,"33,690.70",88.20,2019,2,6
Jalisco,Tequila,"4,845.00",150.00,0.00,"12,730.00",84.87,2019,2,6
Jalisco,Teuchitlán,528.00,30.00,0.00,"2,470.00",82.33,2019,2,6
Jalisco,Tizapán El Alto,150.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tlajomulco de Zúñiga,293.75,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tolimán,"1,245.34",0.00,0.00,0.00,0,2019,2,6
Jalisco,Tonalá,58.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tonaya,"1,218.00",0.00,0.00,0.00,0,2019,2,6
Jalisco,Tonila,630.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Totatiche,2.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tototlán,663.00,25.00,0.00,"2,125.34",85.01,2019,2,6
Jalisco,Tuxcacuesco,720.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tuxcueca,45.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Tuxpan,"1,290.00",0.00,0.00,0.00,0,2019,2,6
Jalisco,Unión de San Antonio,104.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Unión de Tula,181.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Valle de Guadalupe,263.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,San Gabriel,"3,039.66",0.00,0.00,0.00,0,2019,2,6
Jalisco,Villa Corona,568.60,0.00,0.00,0.00,0,2019,2,6
Jalisco,Villa Guerrero,3.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Villa Hidalgo,51.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Cañadas de Obregón,730.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Yahualica de González Gallo,957.00,16.90,0.00,"1,222.14",72.32,2019,2,6
Jalisco,Zacoalco de Torres,"1,579.44",0.00,0.00,0.00,0,2019,2,6
Jalisco,Zapopan,525.00,35.00,0.00,"2,975.00",85.00,2019,2,6
Jalisco,Zapotiltic,54.00,0.00,0.00,0.00,0,2019,2,6
Jalisco,Zapotitlán de Vadillo,244.49,0.00,0.00,0.00,0,2019,2,6
Jalisco,Zapotlán del Rey,63.00,20.00,0.00,"1,796.00",89.80,2019,2,6
Jalisco,Zapotlanejo,403.00,0.00,0.00,0.00,0,2019,2,6
México,Malinalco,200.00,0.00,0.00,0.00,0,2019,2,6
México,Tenancingo,63.00,0.00,0.00,0.00,0,2019,2,6
México,Zacualpan,39.00,0.00,0.00,0.00,0,2019,2,6
México,Zumpahuacán,67.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Álvaro Obregón,12.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Angamacutiro,10.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Briseñas,16.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Contepec,1.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Cotija,88.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Churintzio,340.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Jiquilpan,201.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Juárez,1.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Madero,223.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Maravatío,72.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Marcos Castellanos,70.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Morelia,404.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Numarán,53.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Pajacuarán,45.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Peribán,144.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,La Piedad,649.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Queréndaro,419.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Cojumatlán de Régules,80.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Los Reyes,166.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Sahuayo,130.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Senguio,1.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Tanhuato,225.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Tingüindín,17.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Tocumbo,160.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Tuxpan,2.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Tzitzio,223.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Venustiano Carranza,144.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Villamar,350.00,0.00,0.00,0.00,0,2019,2,6
Michoacán,Vista Hermosa,"1,170.00",0.00,0.00,0.00,0,2019,2,6
Michoacán,Yurécuaro,35.00,0.00,0.00,0.00,0,2019,2,6
