Entidad,Municipio,Superficie Sembrada,Superficie Cosechada,Superficie Siniestrada,Produccion,Rendimiento,Anio,Mes,Cultivo
Baja California Sur,La Paz,3.00,0.00,0.00,0.00,0,2019,9,6
Colima,Manzanillo,1.40,0.00,0.00,0.00,0,2019,9,6
Durango,Durango,12.00,0.00,0.00,0.00,0,2019,9,6
Durango,Mezquital,110.00,0.00,0.00,0.00,0,2019,9,6
Durango,Nombre de Dios,165.00,0.00,0.00,0.00,0,2019,9,6
Durango,Santiago Papasquiaro,28.05,0.00,0.00,0.00,0,2019,9,6
Durango,Súchil,50.00,0.00,0.00,0.00,0,2019,9,6
Durango,Vicente Guerrero,45.00,25.00,0.00,"1,700.00",68.00,2019,9,6
Guanajuato,Abasolo,500.00,38.00,0.00,"2,812.00",74.00,2019,9,6
Guanajuato,San Miguel de Allende,10.00,0.00,0.00,0.00,0,2019,9,6
Guanajuato,Apaseo El Alto,15.00,7.00,0.00,454.30,64.90,2019,9,6
Guanajuato,Apaseo El Grande,20.00,10.00,0.00,632.50,63.25,2019,9,6
Guanajuato,Manuel Doblado,700.00,150.00,0.00,"14,100.00",94.00,2019,9,6
Guanajuato,Comonfort,33.00,22.00,0.00,905.21,41.15,2019,9,6
Guanajuato,Cortazar,6.00,0.00,0.00,0.00,0,2019,9,6
Guanajuato,Cuerámaro,580.00,45.00,0.00,"3,706.40",82.36,2019,9,6
Guanajuato,Guanajuato,30.00,4.00,0.00,325.44,81.36,2019,9,6
Guanajuato,Huanímaro,"1,360.00",50.00,0.00,"3,650.00",73.00,2019,9,6
Guanajuato,Irapuato,87.50,0.00,0.00,0.00,0,2019,9,6
Guanajuato,Jerécuaro,17.00,0.00,0.00,0.00,0,2019,9,6
Guanajuato,León,196.00,0.00,0.00,0.00,0,2019,9,6
Guanajuato,Pénjamo,"1,120.00",92.00,0.00,"6,380.00",69.35,2019,9,6
Guanajuato,Pueblo Nuevo,43.00,0.00,0.00,0.00,0,2019,9,6
Guanajuato,Purísima del Rincón,640.00,145.00,0.00,"13,485.00",93.00,2019,9,6
Guanajuato,Romita,"3,780.00",795.00,0.00,"68,727.75",86.45,2019,9,6
Guanajuato,Salamanca,24.00,0.00,0.00,0.00,0,2019,9,6
Guanajuato,San Felipe,"2,625.00",0.00,0.00,0.00,0,2019,9,6
Guanajuato,San Francisco del Rincón,"1,600.00",140.00,0.00,"12,640.00",90.29,2019,9,6
Guanajuato,Santa Cruz de Juventino Rosas,10.00,5.00,0.00,317.75,63.55,2019,9,6
Guanajuato,Silao de La Victoria,259.00,75.00,0.00,"6,540.00",87.20,2019,9,6
