Entidad,Municipio,Superficie Sembrada,Superficie Cosechada,Superficie Siniestrada,Produccion,Rendimiento,Anio,Mes,Cultivo
Aguascalientes,Aguascalientes,8.00,0.00,0.00,0.00,0,2020,11,6
Baja California,Ensenada,1.00,0.00,0.00,0.00,0,2020,11,6
Colima,Manzanillo,1.40,0.00,0.00,0.00,0,2020,11,6
Durango,Durango,12.00,0.00,0.00,0.00,0,2020,11,6
Durango,Mezquital,110.00,0.00,0.00,0.00,0,2020,11,6
Durango,Nombre de Dios,170.00,0.00,0.00,0.00,0,2020,11,6
Durango,Súchil,50.00,0.00,0.00,0.00,0,2020,11,6
Durango,Tepehuanes,6.02,0.00,0.00,0.00,0,2020,11,6
Durango,Vicente Guerrero,105.00,0.00,0.00,0.00,0,2020,11,6
Guanajuato,Abasolo,640.00,70.00,0.00,"5,250.00",75.00,2020,11,6
Guanajuato,Acámbaro,33.00,11.00,0.00,870.00,79.09,2020,11,6
Guanajuato,San Miguel de Allende,10.00,0.00,0.00,0.00,0,2020,11,6
Guanajuato,Apaseo El Alto,13.00,5.00,0.00,305.65,61.13,2020,11,6
Guanajuato,Apaseo El Grande,21.00,8.00,0.00,509.12,63.64,2020,11,6
Guanajuato,Manuel Doblado,"1,000.00",260.00,0.00,"24,180.00",93.00,2020,11,6
Guanajuato,Comonfort,46.00,17.80,0.00,757.10,42.53,2020,11,6
Guanajuato,Cuerámaro,610.00,64.00,0.00,"4,767.36",74.49,2020,11,6
Guanajuato,Guanajuato,43.00,10.00,0.00,824.00,82.40,2020,11,6
Guanajuato,Huanímaro,"1,450.00",139.00,0.00,"10,212.00",73.47,2020,11,6
Guanajuato,Irapuato,52.00,29.00,0.00,"2,614.06",90.14,2020,11,6
Guanajuato,León,208.00,18.00,0.00,"1,260.00",70.00,2020,11,6
Guanajuato,Pénjamo,"1,126.00",145.00,0.00,"10,114.00",69.75,2020,11,6
Guanajuato,Pueblo Nuevo,39.00,30.00,0.00,"2,640.00",88.00,2020,11,6
Guanajuato,Purísima del Rincón,"1,250.00",230.00,0.00,"21,160.00",92.00,2020,11,6
Guanajuato,Romita,"3,830.00",820.00,0.00,"72,160.00",88.00,2020,11,6
Guanajuato,Salamanca,24.00,0.00,0.00,0.00,0,2020,11,6
Guanajuato,San Felipe,"2,875.00",150.00,0.00,"9,618.50",64.12,2020,11,6
Guanajuato,San Francisco del Rincón,"1,750.00",190.00,0.00,"17,385.00",91.50,2020,11,6
Guanajuato,San Luis de La Paz,650.00,480.00,0.00,"26,920.00",56.08,2020,11,6
Guanajuato,Santa Cruz de Juventino Rosas,11.00,3.00,0.00,187.50,62.50,2020,11,6
Guanajuato,Silao de La Victoria,200.00,60.00,0.00,"5,238.00",87.30,2020,11,6
Guanajuato,Tarandacuao,10.00,4.00,0.00,288.00,72.00,2020,11,6
Guanajuato,Tarimoro,10.00,2.00,0.00,128.50,64.25,2020,11,6
Guanajuato,Valle de Santiago,54.20,29.00,0.00,"2,150.00",74.14,2020,11,6
Guerrero,Ahuacuotzingo,45.00,6.00,0.00,191.25,31.88,2020,11,6
Guerrero,Atenango del Río,29.00,3.00,0.00,97.40,32.47,2020,11,6
Guerrero,Copalillo,2.00,0.00,0.00,0.00,0,2020,11,6
Guerrero,Cuetzala del Progreso,11.00,7.50,0.00,181.14,24.15,2020,11,6
